source_file,id,name,locality,region,location,area,district,street,house,network_type,building_type,purpose,residential_complex,res_completed,houses_count,apartments_count,floors_count,porch_count,cluster_id
cluster_Астана-extra.xml,manual-1,Хозяйственный корпус,Астана,Астана город республиканского значения,POINT (71.355677 51.168224),"POLYGON((71.355944 51.167976,71.35603 51.168024,71.35541 51.168471,71.355324 51.168423,71.355944 51.167976))",,,,ГТС,INDUSTRY,Хозяйственный корпус,,True,1.0,,1.0,,
,manual-2,"Улица Жумабека Ташенова, 4б",Астана,Астана город республиканского значения,POINT (71.447835 51.15381),"POLYGON((71.447181 51.153606,71.447265 51.153512,71.448363 51.153898,71.448279 51.153992,71.44724 51.153627,71.447181 51.153606))",Байконыр район,Улица Жумабека Ташенова,4б,ГТС,OTHER,Гараж,,,,,,,
,manual-3,"Улица Шалкоде, 8",Астана,Астана город республиканского значения,POINT (71.521364 51.125229),"POLYGON((71.521317 51.125323,71.521217 51.12529,71.521487 51.124973,71.521588 51.125007,71.521317 51.125323))","Промышленный ж/м, Сарайшык район",Улица Шалкоде,8,ГТС,OTHER,Гараж,,,,,,,
,manual-4,"Улица Промышленный, ул. Георгия Игишева, 10",Астана,Астана город республиканского значения,POINT (71.521015 51.125591),"POLYGON((71.520922 51.125771,71.520821 51.125737,71.521091 51.125421,71.521192 51.125455,71.520922 51.125771))","​Промышленный ж/м, Сарайшык район",ул. Георгия Игишева,10,ГТС,OTHER,Гараж,,,,,,,
,manual-6,"Улица Илияса Жансугурова, 2",Астана,Астана город республиканского значения,POINT (71.480147 51.158383),"POLYGON((71.479831 51.158214,71.480196 51.158601,71.480319 51.158555,71.480275 51.158509,71.480373 51.158472,71.480009 51.158086,71.479886 51.158131,71.479798 51.158039,71.4797 51.158075,71.479831 51.158214))",Алматинский,Улица Илияса Жансугурова,2,ГТС,GOVERNMENT,​ДВД г. Астаны,,,,,,,
,manual-7,"Улица Беимбет Майлин, 16/4",Астана,Астана город республиканского значения,POINT (71.476014 51.145049),"POLYGON((71.475788 51.145058,71.475877 51.144935,71.476241 51.14504,71.476152 51.145162,71.475788 51.145058))",Алматинский,Улица Беимбет Майлин,16/4,ГТС,GOVERNMENT,​Комитет государственной инспекции в агропромышленном комплексе Министерства сельского хозяйства РК,,,,,,,
,manual-8,"Улица Аскара Токпанова, 41/1",Астана,Астана город республиканского значения,POINT (71.449386 51.146199),"POLYGON((71.449403 51.146216,71.449337 51.146198,71.449366 51.146157,71.449431 51.146175,71.449403 51.146216))","​Ак-булак-2 ж/м, Алматы район",Улица Аскара Токпанова,41/1,ГТС,OTHER,КПП,,,,,,,
,manual-9,"Улица Александр Бараев, 4",Астана,Астана город республиканского значения,POINT (71.433085 51.154008),"POLYGON((71.432825 51.154126,71.432807 51.154133,71.432796 51.154147,71.4328 51.154162,71.432815 51.154173,71.432838 51.154178,71.432805 51.154195,71.433119 51.154429,71.43325 51.154359,71.433065 51.154222,71.433175 51.154164,71.433083 51.154095,71.433257 51.154003,71.433119 51.153899,71.432835 51.15405,71.432863 51.154071,71.432797 51.154106,71.432825 51.154126))",Байконур,Улица Александр Бараев,4,ГТС,GOVERNMENT,​Посольства / Консульства,,,,,,,
,manual-10,"Улица Достык, 14",Астана,Астана город республиканского значения,POINT (71.429046 51.124723),"POLYGON((71.427868 51.124796,71.428089 51.125355,71.428339 51.125315,71.42818 51.124914,71.42854 51.124858,71.428581 51.124962,71.428768 51.124933,71.429433 51.124829,71.429635 51.124797,71.429593 51.124693,71.429954 51.124636,71.430112 51.125038,71.430362 51.124999,71.430162 51.124493,71.430141 51.12444,71.429933 51.124473,71.429531 51.124536,71.42951 51.124483,71.428457 51.124648,71.428478 51.124701,71.4282 51.124744,71.427868 51.124796))",Есильский,Улица Достык, 14,ГТС,GOVERNMENT,​Государственные службы,,,,,,,
,manual-11,"Проспект Мангилик Ел, 6",Астана,Астана город республиканского значения,POINT (71.440979 51.125715),"POLYGON((71.440776 51.125013,71.440765 51.124997,71.440734 51.124969,71.440696 51.124946,71.440651 51.124927,71.440602 51.124914,71.440549 51.124907,71.440496 51.124906,71.440443 51.124911,71.440392 51.124922,71.440346 51.124939,71.440305 51.124961,71.440272 51.124987,71.440246 51.125017,71.44023 51.125049,71.440183 51.125209,71.44015 51.125351,71.440125 51.125493,71.440112 51.125603,71.43942 51.125602,71.439429 51.12571,71.440103 51.125711,71.440099 51.125779,71.440097 51.125922,71.440104 51.126066,71.440118 51.126209,71.44138 51.126011,71.440999 51.125051,71.440776 51.125013),(71.440447 51.125808,71.440582 51.125859,71.440552 51.12589,71.440562 51.125916,71.440313 51.125956,71.440312 51.125921,71.440313 51.125782,71.440315 51.125758,71.440447 51.125808),(71.440658 51.125587,71.440345 51.125469,71.440363 51.125368,71.440378 51.1253,71.440402 51.125306,71.440467 51.125315,71.440534 51.125317,71.440601 51.12531,71.440664 51.125296,71.440732 51.12527,71.440863 51.1256,71.440822 51.125607,71.440792 51.125638,71.440658 51.125587))",Есильский,Проспект Мангилик Ел,6,ГТС,GOVERNMENT,​Пресс-служба,,,,,,,
,manual-13,"Проспект Мангилик Ел, 1",Астана,Астана город республиканского значения,POINT (71.446378 51.126114),"POLYGON((71.446507 51.125528,71.446646 51.125506,71.446578 51.125332,71.445774 51.125455,71.445841 51.12563,71.445952 51.125613,71.445997 51.125728,71.445927 51.125753,71.445874 51.125794,71.445848 51.125844,71.445853 51.125897,71.445887 51.125945,71.445947 51.125982,71.446024 51.126003,71.446105 51.126005,71.446149 51.126119,71.446038 51.126136,71.446106 51.126311,71.446911 51.126187,71.446843 51.126013,71.446704 51.126034,71.446507 51.125528))",Есильский,Проспект Мангилик Ел,1,ГТС,GOVERNMENT,​Резиденция президента,,,,,,,
,manual-14,"Проспект Мангилик Ел, 2",Астана,Астана город республиканского значения,POINT (71.44105 51.127577),"POLYGON((71.440193 51.127771,71.440301 51.127739,71.440345 51.127796,71.440808 51.127656,71.440861 51.127716,71.440978 51.127839,71.441101 51.127959,71.441209 51.128056,71.441229 51.128109,71.441263 51.128104,71.441367 51.128192,71.44151 51.128303,71.441661 51.128414,71.442203 51.128094,71.442152 51.127963,71.44211 51.12797,71.44209 51.127917,71.441813 51.127961,71.441743 51.127971,71.441426 51.127851,71.441303 51.127538,71.441368 51.12747,71.441259 51.127428,71.441209 51.127301,71.441007 51.127332,71.440904 51.127293,71.440841 51.127358,71.440599 51.127396,71.440648 51.127463,71.440691 51.127515,71.440623 51.127586,71.440735 51.127628,71.44061 51.127666,71.440567 51.127609,71.440166 51.12773,71.440193 51.127771))",Есильский,Проспект Мангилик Ел,2,ГТС,GOVERNMENT,​Законодательная власть,,,,,,,
,manual-15,"Улица Динмухамед Конаев, 39",Астана,Астана город республиканского значения,POINT (71.443975 51.129938),"POLYGON((71.444143 51.129031,71.444561 51.130095,71.443701 51.130229,71.443283 51.129164,71.444143 51.129031))",Есильский,Улица Динмухамед Конаев, 39,ГТС,GOVERNMENT,Суды,,,,,,,
,manual-16,"​Кабанбай батыр проспект, 32/1",Астана,Астана город республиканского значения,POINT (71.41676 51.131443),"POLYGON((71.416107 51.13145,71.416009 51.131461,71.41602 51.131499,71.416059 51.131561,71.416116 51.131618,71.416189 51.131666,71.416275 51.131705,71.416372 51.131733,71.416429 51.131631,71.41647 51.131623,71.416498 51.131686,71.416754 51.13164,71.416774 51.131683,71.417131 51.131619,71.417061 51.131464,71.417103 51.131469,71.417113 51.131403,71.417103 51.131336,71.417074 51.131272,71.417025 51.131213,71.41696 51.13116,71.416869 51.130958,71.416741 51.131139,71.416665 51.131122,71.416579 51.131114,71.416492 51.131117,71.416407 51.131129,71.416328 51.131152,71.416257 51.131184,71.416197 51.131223,71.41615 51.131269,71.416118 51.13132,71.416101 51.131374,71.416101 51.131428,71.416107 51.13145))",Нура,​Кабанбай батыр проспект,32/1,ГТС,GOVERNMENT,​Комитет транспортного контроля,,,,,,,
,manual-21,"Улица Александр Княгинин, 1",Астана,Астана город республиканского значения,POINT (71.431294 51.145503),"POLYGON((71.431238 51.145602,71.43113 51.145518,71.431351 51.145404,71.431459 51.145488,71.431238 51.145602))",Есильский,Улица Александр Княгинин,1,ГТС,GOVERNMENT,​Посольства / Консульства,,,,,,,
,manual-22,"Микрорайон Караоткель-2, 109",Астана,Астана город республиканского значения,POINT (71.410658 51.151449),"POLYGON((71.41052 51.151489,71.410594 51.151362,71.410795 51.151409,71.410721 51.151535,71.41052 51.151489))",Нура,Микрорайон Караоткель-2,109,ГТС,GOVERNMENT,Дом,,,,,,,
,manual-23,"Улица Коктал, 15",Астана,Астана город республиканского значения,POINT (71.348224 51.200689),"POLYGON((71.34808 51.200619,71.348065 51.200575,71.347674 51.200629,71.347741 51.200822,71.348133 51.200768,71.348402 51.201541,71.34871 51.201499,71.348501 51.200902,71.348417 51.200913,71.348289 51.200544,71.348205 51.200556,71.34822 51.2006,71.34808 51.200619))",Сарыаркинский,Улица Коктал,15,ГТС,OTHER,Хозяйственный корпус,,,,,,,
,manual-24,"Улица 150 лет Абая, 22/3",Астана,Астана город республиканского значения,POINT (71.355953 51.182084),"POLYGON((71.355738 51.18242,71.355994 51.182181,71.355471 51.181961,71.355591 51.181849,71.356327 51.18216,71.356207 51.182272,71.35616 51.182251,71.355905 51.18249,71.355738 51.18242))",Сарыаркинский,Улица 150 лет Абая,22/3,ГТС,GOVERNMENT,​Государственные службы,,,,,,,
,manual-25,"Проспект Нургиса Тлендиева, 1",Астана,Астана город республиканского значения,POINT (71.387741 51.179078),"POLYGON((71.387592 51.178795,71.387724 51.178762,71.387788 51.178862,71.387748 51.178872,71.388067 51.179373,71.387908 51.179413,71.387844 51.179313,71.387645 51.179363,71.387613 51.179313,71.387812 51.179263,71.387589 51.178912,71.387655 51.178895,71.387592 51.178795))",Сарыаркинский,Проспект Нургиса Тлендиева,1,ГТС,GOVERNMENT,​Местная патрульная служба,,,,,,,
,manual-26,"Шынтас переулок, 14а",Астана,Астана город республиканского значения,POINT (71.391983 51.200327),"POLYGON((71.391948 51.200383,71.391966 51.200408,71.392082 51.200373,71.392064 51.200348,71.391989 51.200251,71.391551 51.200383,71.391625 51.200481,71.391948 51.200383))",Сарыаркинский,Шынтас переулок,14а,ГТС,GOVERNMENT,​Государственные службы,,,,,,,
,manual-27,"Улица Карасай Батыра, 2а",Астана,Астана город республиканского значения,POINT (71.403517 51.195469),"MULTIPOLYGON(((71.403912 51.19579,71.404193 51.195701,71.404051 51.195524,71.40377 51.195614,71.403912 51.19579)),((71.403435 51.195441,71.403531 51.195562,71.404042 51.195399,71.403945 51.195279,71.403435 51.195441)))",Сарыаркинский,Улица Карасай Батыра,2а,ГТС,GOVERNMENT,Государственные службы,,,,,,,
,manual-28,"​Гете улица, 1",Астана,Астана город республиканского значения,POINT (71.40858 51.195764),"POLYGON((71.40802 51.19582,71.407712 51.195917,71.407693 51.195893,71.407539 51.195941,71.407719 51.196166,71.407872 51.196118,71.407853 51.196094,71.40816 51.195997,71.408198 51.196046,71.408557 51.195933,71.408518 51.195885,71.40885 51.19578,71.40887 51.195804,71.409126 51.195724,71.410226 51.195377,71.41019 51.195332,71.410008 51.195104,71.409931 51.195128,71.40965 51.195217,71.409458 51.195277,71.408984 51.195426,71.408907 51.19545,71.408946 51.195499,71.40869 51.195579,71.40871 51.195603,71.408377 51.195708,71.408358 51.195684,71.408 51.195796,71.40802 51.19582))",Сарыаркинский,​Гете улица,1,ГТС,GOVERNMENT,Железнодорожный вокзал г. Астаны,,,,,,,
,manual-31,"Улица Александра Затаевича, 18/1",Астана,Астана город республиканского значения,POINT (71.404779 51.191241),"POLYGON((71.404178 51.191595,71.404646 51.19146,71.404615 51.191417,71.404662 51.191385,71.404608 51.191356,71.4047 51.191287,71.40494 51.191414,71.405078 51.191311,71.404619 51.191068,71.404481 51.191171,71.404645 51.191258,71.404553 51.191327,71.404498 51.191298,71.404375 51.191389,71.404088 51.191472,71.404178 51.191595))",Сарыаркинский,Улица Александра Затаевича,18/1,ГТС,GOVERNMENT,Органы государственного надзора,,,,,,,
,manual-34,"Улица Илияса Есенберлина, 14",Астана,Астана город республиканского значения,POINT (71.408574 51.190603),"POLYGON((71.408204 51.190789,71.408126 51.190693,71.408761 51.190487,71.40884 51.190583,71.408204 51.190789))",Сарыаркинский,Улица Илияса Есенберлина,14,ГТС,MZHK,Жилой дом,,,,,,,
,manual-35,"Улица Жанажол, 19а",Астана,Астана город республиканского значения,POINT (71.446225 51.186661),"POLYGON((71.445405 51.186817,71.445473 51.186916,71.445841 51.186816,71.446236 51.18671,71.44627 51.18676,71.446428 51.186717,71.446394 51.186668,71.446326 51.186569,71.445774 51.186717,71.445405 51.186817))",Байконур,Улица Жанажол,19а,ГТС,GOVERNMENT,Дом,,,,,,,
,manual-36,"Улица Ыкылас Дукенулы, 23/1",Астана,Астана город республиканского значения,POINT (71.427193 51.181306),"POLYGON((71.427346 51.181409,71.426642 51.181331,71.426687 51.181171,71.427391 51.18125,71.427346 51.181409))",Сарыаркинский,Улица Ыкылас Дукенулы,23/1,ГТС,GOVERNMENT,"Комитет экологического регулирования и контроля Министерства экологии, геологии и природных ресурсов РК",,,,,,,
,manual-40,"Улица Мухтара Ауезова, 40",Астана,Астана город республиканского значения,POINT (71.420744 51.181263),"POLYGON((71.4205 51.181674,71.420634 51.181196,71.420916 51.181227,71.420782 51.181706,71.4205 51.181674))",Сарыаркинский,Улица Мухтара Ауезова,40,ГТС,GOVERNMENT,​ОМВД / УМВД / ГУМВД / МВД,,,,,,,
,manual-44,"Улица Бейбитшилик, 57",Астана,Астана город республиканского значения,POINT (71.415952 51.183425),"POLYGON((71.415824 51.183443,71.415782 51.183438,71.415757 51.183527,71.415842 51.183536,71.415817 51.183625,71.416028 51.183648,71.416177 51.183118,71.415966 51.183094,71.415946 51.183165,71.415862 51.183155,71.415807 51.18335,71.415849 51.183355,71.415824 51.183443))",Сарыаркинский,Улица Бейбитшилик,57,ГТС,GOVERNMENT,​Департамент казначейства,,,,,,,
,manual-45,"Улица Алии Молдагуловой, 31",Астана,Астана город республиканского значения,POINT (71.416752 51.186425),"POLYGON((71.416695 51.186366,71.417117 51.186413,71.417087 51.186519,71.416665 51.186472,71.416695 51.186366))",Сарыаркинский,Улица Алии Молдагуловой,31,ГТС,GOVERNMENT,ОМВД / УМВД / ГУМВД / МВД,,,,,,,
,manual-46,"Улица Желтоксан, 43/1",Астана,Астана город республиканского значения,POINT (71.411735 51.177886),"POLYGON((71.411231 51.177867,71.41126 51.177761,71.41188 51.177829,71.411851 51.177935,71.411231 51.177867))",Сарыаркинский,Улица Желтоксан,43/1,ГТС,GOVERNMENT,Суды,,,,,,,
,manual-49,"Улица Желтоксан, 43",Астана,Астана город республиканского значения,POINT (71.412556 51.178001),"POLYGON((71.412329 51.178036,71.412359 51.17793,71.4125 51.177946,71.412534 51.177822,71.412393 51.177806,71.412423 51.1777,71.412733 51.177734,71.41271 51.177814,71.412639 51.17807,71.412329 51.178036))",Сарыаркинский,Улица Желтоксан,43,ГТС,GOVERNMENT,​Государственные службы,,,,,,,
,manual-52,"Улица Кенесары, 25",Астана,Астана город республиканского значения,POINT (71.413924 51.164079),"POLYGON((71.413358 51.164079,71.413326 51.164176,71.413689 51.164225,71.413722 51.164128,71.414113 51.16418,71.414158 51.164049,71.413403 51.163948,71.413358 51.164079))",Байконур,Улица Кенесары,25,ГТС,GOVERNMENT,Республиканская общественная приемная партии,,,,,,,
,manual-55,"Улица Желтоксан, 22",Астана,Астана город республиканского значения,POINT (71.415421 51.171616),"POLYGON((71.415182 51.171978,71.415394 51.172001,71.41544 51.171832,71.415525 51.171842,71.415694 51.17186,71.415731 51.171727,71.415604 51.171714,71.415477 51.1717,71.415526 51.171523,71.415315 51.171499,71.415266 51.171677,71.415195 51.171669,71.415159 51.171802,71.415229 51.17181,71.415182 51.171978))",Сарыаркинский,Улица Желтоксан,22,ГТС,GOVERNMENT,Государственные службы,,,,,,,
,manual-65,"Талгата Бигельдинова улица, 12",Астана,Астана город республиканского значения,POINT (71.415508 51.165324),"POLYGON((71.415315 51.165302,71.415368 51.165171,71.41559 51.165206,71.415579 51.165232,71.415649 51.165243,71.415712 51.165086,71.41592 51.16512,71.415867 51.16525,71.41595 51.165264,71.41592 51.165338,71.415897 51.165394,71.415315 51.165302))",Сарыаркинский,Талгата Бигельдинова улица,12,ГТС,GOVERNMENT,​Пенсионные фонды,,,,,,,
,manual-66,"Улица Бейбитшилик, 10",Астана,Астана город республиканского значения,POINT (71.421503 51.168368),"POLYGON((71.421044 51.168356,71.421028 51.168409,71.42107 51.168414,71.420957 51.168785,71.421168 51.16881,71.421281 51.168439,71.42152 51.168468,71.421536 51.168415,71.421606 51.168423,71.421622 51.16837,71.421718 51.168052,71.421508 51.168027,71.421411 51.168345,71.42106 51.168303,71.421044 51.168356))",Сарыаркинский,Улица Бейбитшилик,10,ГТС,GOVERNMENT,​Государственные службы,,,,,,,
,manual-69,"Проспект Республики, 43",Астана,Астана город республиканского значения,POINT (71.424511 51.173799),"POLYGON((71.424505 51.173427,71.424758 51.173455,71.424635 51.173897,71.424382 51.17387,71.424505 51.173427))",Сарыаркинский,Проспект Республики,43,ГТС,GOVERNMENT,​Отделение №2 ЦОН Сарыаркинского района,,,,,,,
,manual-72,"Улица Мухтара Ауезова, 14",Астана,Астана город республиканского значения,POINT (71.425101 51.166598),"POLYGON((71.424929 51.166758,71.424992 51.166509,71.425162 51.166526,71.425098 51.166775,71.424929 51.166758))",Сарыаркинский,Улица Мухтара Ауезова,14,ГТС,GOVERNMENT,Дом,,,,,,,
,manual-75,"Улица Мухтара Ауэзова, 5а",Астана,Астана город республиканского значения,POINT (71.424415 51.163586),"POLYGON((71.424374 51.163609,71.424408 51.163476,71.424916 51.163528,71.424882 51.163661,71.424374 51.163609))",Сарыаркинский,Улица Мухтара Ауэзова,5а,ГТС,GOVERNMENT,​Министерство обороны РК,,,,,,,
,manual-76,"Улица Мухтара Ауезова, 3",Астана,Астана город республиканского значения,POINT (71.424857 51.163251),"POLYGON((71.42471 51.163318,71.42475 51.163158,71.425005 51.163184,71.424964 51.163344,71.42471 51.163318))",Сарыаркинский,Улица Мухтара Ауезова,3,ГТС,GOVERNMENT,Отдел координации ведомственных архивов и делопроизводства,,,,,,,
,manual-77,"Улица Баянауыл, 71/1",Астана,Астана город республиканского значения,POINT (71.439326 51.165202),"POLYGON((71.439168 51.165208,71.439193 51.16512,71.439531 51.165157,71.439506 51.165246,71.439168 51.165208))",Байконур,Улица Баянауыл,71/1,ГТС,OTHER,Сооружение,,,,,,,
,manual-78,"Амангельды Иманова улица, 31",Астана,Астана город республиканского значения,POINT (71.451594 51.163504),"POLYGON((71.451065 51.163546,71.451181 51.16369,71.451768 51.163504,71.451652 51.163359,71.451524 51.1634,71.451486 51.163352,71.451333 51.1634,71.451371 51.163448,71.451167 51.163513,71.451148 51.163489,71.451046 51.163521,71.451065 51.163546))",Байконур,Амангельды Иманова улица,31,ГТС,GOVERNMENT,Алматинское районное отделение,,,,,,,
,manual-81,"Улица Адольфа Янушкевича, 2",Астана,Астана город республиканского значения,POINT (71.462167 51.159196),"POLYGON((71.462157 51.158989,71.461959 51.159268,71.462181 51.15933,71.462443 51.158961,71.462221 51.158898,71.46196 51.158825,71.461896 51.158916,71.462157 51.158989))",Байконур,Улица Адольфа Янушкевича,2,ГТС,GOVERNMENT,Комитет по государственным материальным резервам Министерства по чрезвычайным ситуациям РК,,,,,,,
,manual-84,"Улица Бактыораза Бейсекбаева, 96/1",Астана,Астана город республиканского значения,POINT (71.465589 51.174158),"POLYGON((71.465481 51.17428,71.465098 51.173797,71.465226 51.173757,71.465354 51.173918,71.465418 51.173898,71.465456 51.173947,71.465392 51.173966,71.465507 51.174111,71.465827 51.174011,71.46591 51.174116,71.46559 51.174216,71.465609 51.17424,71.465481 51.17428))",Байконур,Улица Бактыораза Бейсекбаева,96/1,ГТС,OTHER,Хозяйственный корпус,,,,,,,
,manual-85,"Улица Евгения Брусиловского, 89/1",Астана,Астана город республиканского значения,POINT (71.464587 51.172888),"POLYGON((71.464783 51.172996,71.46463 51.173044,71.464426 51.172787,71.46458 51.172739,71.464783 51.172996))",Байконур,Улица Евгения Брусиловского,89/1,ГТС,OTHER,Хозяйственный корпус,,,,,,,
,manual-86,"Улица Сырдария, 16",Астана,Астана город республиканского значения,POINT (71.447072 51.170022),"POLYGON((71.447016 51.169964,71.447184 51.169986,71.447175 51.170013,71.447149 51.170091,71.447218 51.170101,71.447197 51.170163,71.447127 51.170153,71.447106 51.170215,71.446939 51.170192,71.447016 51.169964))",Байконур,Улица Сырдария,16,ГТС,GOVERNMENT,МВД г. Астаны,,,,,,,
,manual-90,"Переулок Култобе, 7",Астана,Астана город республиканского значения,POINT (71.449931 51.174129),"POLYGON((71.449878 51.174058,71.449776 51.174091,71.449931 51.174283,71.44974 51.174344,71.449779 51.174392,71.450072 51.174298,71.450264 51.174237,71.450069 51.173997,71.449878 51.174058))",Байконур,Переулок Култобе,7,ГТС,GOVERNMENT,​Органы государственного надзора,,,,,,,
,manual-91,"Улица Шолпан Иманбаевой, 16а",Астана,Астана город республиканского значения,POINT (71.434334 51.167573),"POLYGON((71.434155 51.167697,71.434177 51.167618,71.434214 51.167485,71.434636 51.167531,71.434629 51.167557,71.434854 51.167582,71.43484 51.167635,71.434766 51.167901,71.434555 51.167877,71.434624 51.167629,71.434581 51.167625,71.434572 51.16766,71.43429 51.167629,71.434268 51.167709,71.434155 51.167697))",Байконур,Улица Шолпан Иманбаевой,16а,ГТС,GOVERNMENT,Отдел миграционной службы,,,,,,,
,manual-106,"Улица Отырар, 5",Астана,Астана город республиканского значения,POINT (71.431782 51.168169),"POLYGON((71.431068 51.168027,71.431994 51.168143,71.43196 51.168249,71.431035 51.168133,71.431068 51.168027))",Байконур,Улица Отырар,5,ГТС,GOVERNMENT,Акиматы районов города,,,,,,,
,manual-112,"Улица Отырар, 41а",Астана,Астана город республиканского значения,POINT (71.431679 51.168457),"POLYGON((71.431 51.168434,71.431031 51.168328,71.4312 51.168348,71.431221 51.168277,71.431474 51.168306,71.431453 51.168377,71.432044 51.168446,71.432012 51.168552,71.431 51.168434))",​Байконыр,Улица Отырар,41а,ГТС,OTHER,Административное здание,,,,,,,
,manual-113,"Улица Жакып Омаров, 91",Астана,Астана город республиканского значения,POINT (71.430339 51.170705),"POLYGON((71.430134 51.170592,71.430021 51.171,71.43019 51.171018,71.430264 51.170752,71.430686 51.170799,71.430671 51.170852,71.430647 51.17094,71.430576 51.170933,71.430527 51.17111,71.430739 51.171133,71.430812 51.170867,71.430866 51.170672,71.430134 51.170592))",Байконур,Улица Жакып Омаров,91,ГТС,GOVERNMENT,ДЧС г. Астаны КЧС МВД РК,,,,,,,
,manual-115,"Алиби Жангельдина улица, 34",Астана,Астана город республиканского значения,POINT (71.425587 51.174189),"POLYGON((71.425497 51.174394,71.42555 51.174236,71.425508 51.17423,71.425538 51.174142,71.425873 51.174187,71.425829 51.174319,71.425717 51.174304,71.425679 51.174418,71.425609 51.174409,71.425497 51.174394))",Сарыаркинский,Алиби Жангельдина улица,34,ГТС,GOVERNMENT,Больница купца Степана Андриановича Кубрина,,,,,,,
,manual-117,"Улица Сакена Сейфуллина, 37",Астана,Астана город республиканского значения,POINT (71.429957 51.172445),"MULTIPOLYGON(((71.429237 51.172379,71.429202 51.172395,71.429369 51.172541,71.429625 51.172426,71.429811 51.172442,71.429994 51.172603,71.430226 51.172498,71.430043 51.172337,71.42995 51.172379,71.429923 51.17235,71.429887 51.172325,71.429843 51.172305,71.429794 51.172291,71.429741 51.172285,71.429687 51.172285,71.429635 51.172292,71.429586 51.172306,71.429542 51.172326,71.429524 51.172338,71.429458 51.17228,71.429377 51.172317,71.429227 51.172185,71.429088 51.172248,71.429237 51.172379)),((71.429994 51.172603,71.429369 51.172541,71.428974 51.172502,71.428947 51.172609,71.430105 51.172723,71.430132 51.172617,71.429994 51.172603)))",Сарыаркинский,Улица Сакена Сейфуллина,37,ГТС,GOVERNMENT,Отдел по расследованию особо-опасных преступлений против личности,,,,,,,
,manual-118,"Улица Шакена Айманова, 6",Астана,Астана город республиканского значения,POINT (71.430922 51.173749),"POLYGON((71.431102 51.173487,71.431089 51.173531,71.431076 51.173575,71.430936 51.173559,71.4309 51.173683,71.431406 51.173741,71.431427 51.17367,71.431539 51.173683,71.431488 51.17386,71.4307 51.17377,71.430792 51.173452,71.431102 51.173487))",Байконур,Улица Шакена Айманова,6,ГТС,GOVERNMENT,Департамент государственных доходов,,,,,,,
,manual-119,"Улица Вишневского, 8/1",Астана,Астана город республиканского значения,POINT (71.477109 51.176683),"POLYGON((71.476665 51.176427,71.476888 51.176345,71.477407 51.176806,71.477866 51.176624,71.47748 51.176281,71.47762 51.176218,71.477885 51.176454,71.478165 51.176703,71.477584 51.176933,71.477342 51.177029,71.476665 51.176427))",Байконур,Улица Вишневского,8/1,ГТС,OTHER,Хозяйственный корпус,,,,,,,
,manual-120,"Улица Жаханши Досмухамедова, 38б",Астана,Астана город республиканского значения,POINT (71.477416 51.184562),"POLYGON((71.477279 51.18505,71.477643 51.184908,71.477734 51.185,71.478026 51.184886,71.477935 51.184795,71.478154 51.184709,71.477919 51.184471,71.478004 51.184438,71.477801 51.184231,71.477715 51.184264,71.477612 51.184159,71.476737 51.1845,71.476993 51.18476,71.477235 51.184835,71.47728 51.184881,71.477279 51.18505))",Байконур,Улица Жаханши Досмухамедова,38б,ГТС,OTHER,Хозяйственный корпус,,,,,,,
,manual-121,"Промзона, 6/2",Астана,Астана город республиканского значения,POINT (71.494742 51.198153),"POLYGON((71.494514 51.197656,71.494574 51.197959,71.494489 51.197966,71.494531 51.19818,71.494617 51.198173,71.494627 51.198227,71.494797 51.198214,71.494911 51.198205,71.494901 51.198151,71.494787 51.19816,71.494685 51.197643,71.494514 51.197656))",Байконур,Промзона,6/2,ГТС,GOVERNMENT,Комитет уголовно-исполнительной системы МВД РК,,,,,,,
,manual-122,"Улица Коктал, ул. Енилик-Кебек, 1/10",Астана,Астана город республиканского значения,POINT (71.355681 51.168244),"POLYGON((71.355944 51.167976,71.35603 51.168024,71.35541 51.168471,71.355324 51.168423,71.355944 51.167976))",Сарыаркинский,ул. Енилик-Кебек,1/10,ГТС,OTHER,Хозяйственный корпус,,,,,,,
,manual-123,"Улица Жакып Омаров, 60",Астана,Астана город республиканского значения,POINT (71.421687 51.168974),"POLYGON((71.421459 51.168773,71.421599 51.16879,71.421583 51.168843,71.422313 51.168931,71.422329 51.168878,71.422469 51.168895,71.422405 51.169107,71.422265 51.16909,71.422273 51.169064,71.42202 51.169033,71.422012 51.169059,71.421787 51.169032,71.421795 51.169006,71.421542 51.168975,71.421534 51.169002,71.421394 51.168985,71.421451 51.168799,71.421459 51.168773))",Байконур,Улица Жакып Омаров,60,ГТС,GOVERNMENT,Управление комитета,,,,,,,
,manual-124,"Александр Кравцов улица, 18",Астана,Астана город республиканского значения,POINT (71.451331 51.155759),"POLYGON((71.452044 51.155024,71.452008 51.15501,71.451567 51.155473,71.451493 51.155445,71.451434 51.155507,71.451508 51.155535,71.451155 51.155905,71.451302 51.15596,71.452155 51.155066,71.452118 51.155052,71.452128 51.155037,71.45213 51.155021,71.452125 51.155005,71.452112 51.154991,71.452089 51.154978,71.452044 51.155024))",Байконур,Александр Кравцов улица,18,ГТС,GOVERNMENT,Центральный филиал,,,,,,,
,manual-125,"Проспект Акжол, 22",Астана,Астана город республиканского значения,POINT (71.456088 51.186577),"POLYGON((71.455639 51.186366,71.455944 51.186266,71.456405 51.186825,71.4561 51.186924,71.455639 51.186366))",Байконур,Проспект Акжол,22,ГТС,OTHER,Хозяйственный корпус,,,,,,,
