source_file,id,name,locality,region,location,area,district,street,house,network_type,building_type,purpose,residential_complex,res_completed,houses_count,apartments_count,floors_count,porch_count,cluster_id
cluster_Астана-ШР-12.xml,06dd1277-6c80-eb95-a98b-398615a43490,"улица Карталы, 93",Астана,Астана город республиканского значения,POINT (71.377511 51.188359),"POLYGON((71.377502 51.188417,71.377424 51.188343,71.37752 51.188302,71.377598 51.188377,71.377502 51.188417))",Агрогородок м-н,улица Карталы,93,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,2b508618-ed46-ecf4-6983-ba7e4cefc72a,"улица Карталы, 54",Астана,Астана город республиканского значения,POINT (71.380972 51.192656),"POLYGON((71.380876 51.192637,71.381003 51.192595,71.381069 51.192675,71.380942 51.192717,71.380876 51.192637))",Агрогородок м-н,улица Карталы,54,ГТС,IZHS,Частный дом,,True,1.0,,2.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,a7ae5785-052c-8f6a-cc4c-90e0415e032e,"улица Карталы, 113а",Астана,Астана город республиканского значения,POINT (71.375519 51.186794),"POLYGON((71.375513 51.186857,71.375418 51.18679,71.375525 51.18673,71.37562 51.186798,71.375513 51.186857))",Агрогородок м-н,улица Карталы,113а,ГТС,IZHS,Частный дом,,True,1.0,,2.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,b5c6cafc-5e69-594c-27c2-531afdc02c47,"улица Керегетас, 8",Астана,Астана город республиканского значения,POINT (71.402441 51.182601),"POLYGON((71.40236 51.182639,71.402382 51.18255,71.402523 51.182564,71.402501 51.182653,71.40236 51.182639))",,улица Керегетас,8,ГТС,IZHS,Частный дом,,True,1.0,,2.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,111ed548-a7e3-9b9b-7847-cce528a60336,"переулок Дмитрия Карбышева, 18",Астана,Астана город республиканского значения,POINT (71.372353 51.19259),"POLYGON((71.372363 51.192527,71.372454 51.192596,71.372343 51.192653,71.372253 51.192584,71.372363 51.192527))",,переулок Дмитрия Карбышева,18,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,3d9cd3ee-2598-6dc1-1929-dbe323234535,"улица Кызылсу, 45",Астана,Астана город республиканского значения,POINT (71.385807 51.191977),"POLYGON((71.38578 51.192038,71.38571 51.19196,71.385835 51.191916,71.385905 51.191994,71.38578 51.192038))",Агрогородок м-н,улица Кызылсу,45,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,7e477eb7-ebe5-8edf-a9d9-05fa06cb7631,"улица Маскеу, 16/5",Астана,Астана город республиканского значения,POINT (71.39997 51.180365),"POLYGON((71.39988 51.180393,71.399925 51.180308,71.40006 51.180336,71.400016 51.180422,71.39988 51.180393))",,улица Маскеу,16/5,ГТС,ADMINISTRATIVE,Административное здание,,True,1.0,,3.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,a9c5754a-846b-080c-4d21-6aa73c134c29,"улица Окжетпес, 33",Астана,Астана город республиканского значения,POINT (71.38718 51.189612),"POLYGON((71.387277 51.189628,71.387154 51.189673,71.387082 51.189595,71.387205 51.18955,71.387277 51.189628))",Агрогородок м-н,улица Окжетпес,33,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,ab48fa1e-3559-73e2-4d4d-a5dd5511ea0a,"улица Жамбыла, 79",Астана,Астана город республиканского значения,POINT (71.40236 51.177509),"POLYGON((71.40226 51.177606,71.402299 51.177446,71.402723 51.177486,71.402684 51.177646,71.402543 51.177633,71.40256 51.177562,71.402419 51.177548,71.402402 51.17762,71.40226 51.177606))",,улица Жамбыла,79,ГТС,MZHK,Жилой дом,"Астана, улица Жамбыла, 79",True,1.0,35.0,6.0,2.0,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,09af1801-eb74-71f1-83be-662aa6a6afd5,"улица Акан Серы, 55/1",Астана,Астана город республиканского значения,POINT (71.378725 51.184724),"POLYGON((71.378718 51.184589,71.378914 51.184787,71.378731 51.184858,71.378535 51.18466,71.378718 51.184589))",Агрогородок м-н,улица Акан Серы,55/1,ГТС,ADMINISTRATIVE,Административное здание,,True,1.0,,2.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,1ce6ef25-c1e9-0d02-c9cc-fb4c112c86e2,"улица Шабал Бейсековой, 15/2",Астана,Астана город республиканского значения,POINT (71.394539 51.191357),"POLYGON((71.394557 51.191295,71.394638 51.191369,71.39452 51.19142,71.394439 51.191346,71.394557 51.191295))",Агрогородок м-н,улица Шабал Бейсековой,15/2,ГТС,IZHS,Частный дом,,True,1.0,,2.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,ac644294-1559-ef1b-648b-17ee53fa2ad8,"улица Окжетпес, 34",Астана,Астана город республиканского значения,POINT (71.390185 51.188972),"POLYGON((71.390088 51.188956,71.390211 51.18891,71.390283 51.188988,71.39016 51.189033,71.390088 51.188956))",Агрогородок м-н,улица Окжетпес,34,ГТС,IZHS,Частный дом,,True,1.0,,2.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,2074b205-2fca-0532-13b7-7dda11b90606,"улица Талапкерская, 35",Астана,Астана город республиканского значения,POINT (71.367998 51.185517),"POLYGON((71.367985 51.18558,71.367898 51.185508,71.368011 51.185454,71.368098 51.185525,71.367985 51.18558))",,улица Талапкерская,35,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,c019c3ce-2e6e-b2a0-3995-af17f2136e4f,"улица Коктерек, 15",Астана,Астана город республиканского значения,POINT (71.372955 51.193669),"POLYGON((71.372947 51.193732,71.372855 51.193663,71.372964 51.193605,71.373056 51.193674,71.372947 51.193732))",,улица Коктерек,15,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,4777431b-3e89-c6d4-7958-80ae2eba88b0,"переулок Атбасар, 23/3",Астана,Астана город республиканского значения,POINT (71.368996 51.183293),"POLYGON((71.36899 51.183356,71.368895 51.183289,71.369001 51.183229,71.369096 51.183296,71.36899 51.183356))",,переулок Атбасар,23/3,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,d7a9f22e-0762-c4ca-8c62-6dcd22c55feb,Объект,Астана,Астана город республиканского значения,POINT (71.377899 51.190978),"POLYGON((71.377878 51.190991,71.377878 51.190964,71.37792 51.190964,71.37792 51.190991,71.377878 51.190991))",Агрогородок м-н,,,ГТС,OTHER,Объект,,True,1.0,,,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,04e5e6cb-a1b3-31b4-8aec-743068ef9e1f,"переулок Атбасар, 12",Астана,Астана город республиканского значения,POINT (71.366504 51.184305),"POLYGON((71.366403 51.184305,71.366504 51.184242,71.366605 51.184305,71.366504 51.184369,71.366403 51.184305))",,переулок Атбасар,12,ГТС,IZHS,Частный дом,,True,1.0,,2.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,59ce96a8-a8d5-7660-6228-1b234eb88490,"проспект Нургиса Тлендиева, 12/2",Астана,Астана город республиканского значения,POINT (71.380836 51.181206),"POLYGON((71.380866 51.181211,71.380829 51.181225,71.380807 51.181202,71.380843 51.181188,71.380866 51.181211))",Агрогородок м-н,проспект Нургиса Тлендиева,12/2,ГТС,COMMERCE,Магазин,,True,1.0,,1.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,4416e8ef-f057-fc60-a1b9-69890e52636a,"улица Карауыл, 38",Астана,Астана город республиканского значения,POINT (71.398077 51.185674),"POLYGON((71.398066 51.185611,71.398178 51.185667,71.398088 51.185737,71.397977 51.185681,71.398066 51.185611))",,улица Карауыл,38,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,c2fcaa19-a463-fecc-fda9-fca3bef0b00a,"улица Фахд бен Абдул Азиз, 13а",Астана,Астана город республиканского значения,POINT (71.383293 51.183865),"POLYGON((71.383266 51.183926,71.383196 51.183848,71.383321 51.183803,71.383391 51.183881,71.383266 51.183926))",Агрогородок м-н,улица Фахд бен Абдул Азиз,13а,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,7035f5a3-2ee6-6cb2-1e67-49f8879d0b7e,"улица Орда, 29",Астана,Астана город республиканского значения,POINT (71.374311 51.192401),"POLYGON((71.374302 51.192464,71.37421 51.192395,71.37432 51.192338,71.374411 51.192407,71.374302 51.192464))",,улица Орда,29,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,6bc94333-e9c2-2fb9-5242-430d9acff8c8,"улица Найзакара, 1/3",Астана,Астана город республиканского значения,POINT (71.399401 51.181464),"POLYGON((71.399486 51.181429,71.399457 51.181517,71.399317 51.181499,71.399346 51.181411,71.399486 51.181429))",,улица Найзакара,1/3,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,b9f2fcf4-6389-9f3e-cce6-89f13026bdae,"улица Кашаган, 22",Астана,Астана город республиканского значения,POINT (71.378001 51.190168),"POLYGON((71.378099 51.190184,71.377977 51.19023,71.377903 51.190152,71.378026 51.190106,71.378099 51.190184))",Агрогородок м-н,улица Кашаган,22,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,59703aa6-8851-0a79-4939-3b8c5179f474,Объект,Астана,Астана город республиканского значения,POINT (71.382754 51.182004),"POLYGON((71.382733 51.182018,71.382733 51.181991,71.382776 51.181991,71.382776 51.182018,71.382733 51.182018))",Агрогородок м-н,,,ГТС,OTHER,Объект,,True,1.0,,,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,b9aab81c-e938-d7d9-bd06-22848f5638a7,"улица Жалын, 53а",Астана,Астана город республиканского значения,POINT (71.379979 51.192568),"POLYGON((71.379884 51.192599,71.379844 51.192551,71.380035 51.192489,71.380114 51.192585,71.379923 51.192647,71.379884 51.192599))",Агрогородок м-н,улица Жалын,53а,ГТС,COMMERCE,Магазин,,True,1.0,,1.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,598b8e19-807b-4c58-589d-5e89f5daecd3,"улица Атбасарская, 67",Астана,Астана город республиканского значения,POINT (71.365706 51.186128),"POLYGON((71.365677 51.186232,71.365539 51.186129,71.365736 51.186024,71.365874 51.186127,71.365677 51.186232))",,улица Атбасарская,67,ГТС,ADMINISTRATIVE,Административное здание,,True,1.0,,2.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,81e20c05-70b3-226b-2283-fc18a974c6a3,Объект,Астана,Астана город республиканского значения,POINT (71.402365 51.186862),"POLYGON((71.402343 51.186875,71.402343 51.186848,71.402386 51.186848,71.402386 51.186875,71.402343 51.186875))",,,,ГТС,OTHER,Объект,,True,1.0,,,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,58420848-c8b9-fcac-abc0-d26acfdca5cf,"улица Антона Чехова, 54/2",Астана,Астана город республиканского значения,POINT (71.374638 51.191025),"POLYGON((71.374743 51.191007,71.374586 51.191085,71.374533 51.191043,71.374689 51.190964,71.374743 51.191007))",Агрогородок м-н,улица Антона Чехова,54/2,ГТС,COMMERCE,Автосервис,,True,1.0,,1.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,399ad516-e941-3d06-954f-2058fdfd7c8e,"1-й переулок Степана Разина, 23/1",Астана,Астана город республиканского значения,POINT (71.398041 51.180169),"POLYGON((71.397944 51.180255,71.398027 51.180064,71.398137 51.180083,71.398054 51.180274,71.397944 51.180255))",,1-й переулок Степана Разина,23/1,ГТС,ADMINISTRATIVE,Административное здание,,True,1.0,,1.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,6c587465-50e0-5349-eefc-bb1d173fffe6,"улица Карасай батыра, 31",Астана,Астана город республиканского значения,POINT (71.390178 51.199036),"POLYGON((71.38968 51.199133,71.389577 51.199166,71.389674 51.199286,71.390696 51.198962,71.390677 51.198938,71.390599 51.198842,71.390567 51.198802,71.39049 51.198826,71.390523 51.198866,71.389756 51.199109,71.389724 51.199069,71.389648 51.199093,71.38968 51.199133))",,улица Карасай батыра,31,ГТС,MZHK,Жилой дом,"Астана, улица Карасай батыра, 31",True,1.0,100.0,5.0,4.0,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,0fda9a69-ffef-1b59-9bb8-b0f7647595a6,"улица Абубакир Диваев, 2Б",Астана,Астана город республиканского значения,POINT (71.393395 51.194993),"POLYGON((71.39367 51.194944,71.393481 51.195008,71.393563 51.195103,71.393437 51.195146,71.393287 51.194972,71.393602 51.194865,71.39367 51.194944))",Агрогородок м-н,улица Абубакир Диваев,2Б,ГТС,COMMERCE,Автосервис,,True,1.0,,1.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,0a5dd484-1998-f100-2887-81495e2b04a9,"улица Александра Затаевича, 18/2",Астана,Астана город республиканского значения,POINT (71.40524 51.191387),"POLYGON((71.405228 51.191422,71.405188 51.191374,71.405252 51.191353,71.405291 51.191401,71.405228 51.191422))",,улица Александра Затаевича,18/2,ГТС,COMMERCE,Магазин,,True,1.0,,1.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,91edbf2a-0675-f406-8ea4-c13ed971b50b,"улица Алии Молдагуловой, 8/5",Астана,Астана город республиканского значения,POINT (71.397899 51.18391),"POLYGON((71.397801 51.183945,71.397827 51.183856,71.397996 51.183876,71.39797 51.183964,71.397801 51.183945))",,улица Алии Молдагуловой,8/5,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,d96e3bfc-5b6a-e22f-0acb-36823ae5ee22,Частный дом,Астана,Астана город республиканского значения,POINT (71.39746 51.185927),"POLYGON((71.397369 51.185955,71.397416 51.18587,71.397551 51.1859,71.397504 51.185985,71.397369 51.185955))",,,,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,e7f82ec7-efb0-3087-610f-0c86863789a6,"улица Окжетпес, 58/1",Астана,Астана город республиканского значения,POINT (71.387086 51.190262),"POLYGON((71.387112 51.190201,71.387184 51.190278,71.38706 51.190324,71.386988 51.190246,71.387112 51.190201))",Агрогородок м-н,улица Окжетпес,58/1,ГТС,IZHS,Частный дом,,True,1.0,,2.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,ed31aeeb-0341-9b98-c842-585feb0dffea,"улица Мыржакыпа Дулатова, 26а",Астана,Астана город республиканского значения,POINT (71.392166 51.192008),"POLYGON((71.392067 51.191995,71.392187 51.191946,71.392264 51.192021,71.392144 51.19207,71.392067 51.191995))",Агрогородок м-н,улица Мыржакыпа Дулатова,26а,ГТС,ADMINISTRATIVE,Административное здание,,True,1.0,,1.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,55a20a1e-bdd6-0cfa-fed0-ab97a4595b75,"улица Жалын, 32",Астана,Астана город республиканского значения,POINT (71.38072 51.194604),"POLYGON((71.380818 51.19462,71.380694 51.194665,71.380622 51.194587,71.380746 51.194542,71.380818 51.19462))",Агрогородок м-н,улица Жалын,32,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,b66a4359-97f5-2c52-e557-9d2f9d69927e,Объект,Астана,Астана город республиканского значения,POINT (71.402464 51.191936),"POLYGON((71.402442 51.191949,71.402442 51.191922,71.402485 51.191922,71.402485 51.191949,71.402442 51.191949))",,,,ГТС,OTHER,Объект,,True,1.0,,,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,09380f23-7e4e-a8e2-1b62-46e3e6de354d,Сооружение,Астана,Астана город республиканского значения,POINT (71.400494 51.198346),"POLYGON((71.400451 51.198388,71.400414 51.198349,71.400537 51.198303,71.400574 51.198342,71.400451 51.198388))",,,,ГТС,OTHER,Сооружение,,True,1.0,,1.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,f0445137-7f0f-0cd2-2743-e42534900a24,"улица Жидебай, 20Б",Астана,Астана город республиканского значения,POINT (71.381232 51.196012),"POLYGON((71.381132 51.196001,71.381248 51.195949,71.381332 51.196022,71.381216 51.196074,71.381132 51.196001))",Агрогородок м-н,улица Жидебай,20Б,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,ca5f7c7f-99e4-b1c2-41c6-98b9abb89419,"улица Керегетас, 2",Астана,Астана город республиканского значения,POINT (71.402539 51.182203),"POLYGON((71.40248 51.182152,71.402621 51.182166,71.402599 51.182255,71.402458 51.182241,71.40248 51.182152))",,улица Керегетас,2,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,345d809f-b9b2-a47d-2cf2-05486c64ff25,"улица Талапкерская, 28а",Астана,Астана город республиканского значения,POINT (71.372119 51.184627),"POLYGON((71.37222 51.18463,71.372115 51.184691,71.372017 51.184625,71.372122 51.184564,71.37222 51.18463))",Агрогородок м-н,улица Талапкерская,28а,ГТС,IZHS,Частный дом,,True,1.0,,2.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,1f231dbd-4291-ce68-7e8c-919bf34b1d51,"улица Султанбек Кожахметов, 47",Астана,Астана город республиканского значения,POINT (71.385526 51.188229),"POLYGON((71.385626 51.188239,71.385511 51.188292,71.385426 51.18822,71.385541 51.188167,71.385626 51.188239))",Агрогородок м-н,улица Султанбек Кожахметов,47,ГТС,IZHS,Частный дом,,True,1.0,,2.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,deb8ae67-c04f-d041-da5d-47d9c80c342d,"Загородный переулок, 5/1",Астана,Астана город республиканского значения,POINT (71.398148 51.177175),"POLYGON((71.398238 51.177117,71.398199 51.177249,71.398059 51.177233,71.398097 51.177101,71.398238 51.177117))",,Загородный переулок,5/1,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,51258550-398a-82bd-c927-61c6b8f0a33d,"улица Карталы, 44/1",Астана,Астана город республиканского значения,POINT (71.381914 51.193303),"POLYGON((71.382011 51.193322,71.381884 51.193364,71.381817 51.193284,71.381944 51.193243,71.382011 51.193322))",Агрогородок м-н,улица Карталы,44/1,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,6e960e40-7387-1d86-96ba-6d41f5b11e82,"улица Антона Чехова, 37/1",Астана,Астана город республиканского значения,POINT (71.376665 51.191844),"POLYGON((71.376564 51.191837,71.376676 51.191781,71.376766 51.191851,71.376654 51.191907,71.376564 51.191837))",Агрогородок м-н,улица Антона Чехова,37/1,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,e2604e1e-e382-69e5-3f70-2865c7a3e919,"улица Жалын, 18а",Астана,Астана город республиканского значения,POINT (71.382055 51.195711),"POLYGON((71.382071 51.195648,71.382155 51.195721,71.382039 51.195774,71.381955 51.195701,71.382071 51.195648))",Агрогородок м-н,улица Жалын,18а,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,6ab8a4f1-e4da-9389-850d-aa75d39cb619,"улица Сыдык Мухамеджанов, 103",Астана,Астана город республиканского значения,POINT (71.391244 51.184988),"POLYGON((71.391222 51.18505,71.391145 51.184974,71.391265 51.184926,71.391342 51.185001,71.391222 51.18505))",Агрогородок м-н,улица Сыдык Мухамеджанов,103,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,63dacfff-f144-7323-25d1-86f2ed6dbb83,"улица Маскеу, 13",Астана,Астана город республиканского значения,POINT (71.39689 51.180668),"POLYGON((71.396833 51.180616,71.396973 51.180632,71.396948 51.18072,71.396807 51.180704,71.396833 51.180616))",,улица Маскеу,13,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,7ce68449-d493-fc3f-46d7-e47b38234a97,Сооружение,Астана,Астана город республиканского значения,POINT (71.372762 51.184757),"POLYGON((71.372755 51.184775,71.372732 51.184752,71.372769 51.184738,71.372791 51.184761,71.372755 51.184775))",Агрогородок м-н,,,ГТС,OTHER,Сооружение,,True,1.0,,1.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,c92c3b33-7039-0f9a-f599-1dcd57084e88,"улица Шабал Бейсековой, 10Б",Астана,Астана город республиканского значения,POINT (71.38269 51.181338),"POLYGON((71.382978 51.181177,71.383052 51.181254,71.382403 51.181499,71.382329 51.181422,71.382978 51.181177))",Агрогородок м-н,улица Шабал Бейсековой,10Б,ГТС,ADMINISTRATIVE,Административное здание,,True,1.0,,1.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,2f90b7a7-8e8b-e3c5-590c-279b0ccf043b,"улица Мынарал, 31",Астана,Астана город республиканского значения,POINT (71.397781 51.188749),"POLYGON((71.39778 51.188813,71.39768 51.188748,71.397783 51.188686,71.397882 51.18875,71.39778 51.188813))",,улица Мынарал,31,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,7de29598-292f-5dd1-ad2d-bac2d19c0651,"улица Жалын, 41",Астана,Астана город республиканского значения,POINT (71.381471 51.194741),"POLYGON((71.381567 51.194761,71.381439 51.194802,71.381374 51.194722,71.381502 51.194681,71.381567 51.194761))",Агрогородок м-н,улица Жалын,41,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,b19c7808-2711-85b5-6409-2630961e82c5,"улица Маскеу, 21/4",Астана,Астана город республиканского значения,POINT (71.401107 51.180972),"POLYGON((71.40119 51.180936,71.401165 51.181024,71.401024 51.181009,71.401049 51.18092,71.40119 51.180936))",,улица Маскеу,21/4,ГТС,IZHS,Частный дом,,True,1.0,,2.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,76c648a1-5068-460b-4183-a5eef5fa0e14,"улица Атбасарская, 2д",Астана,Астана город республиканского значения,POINT (71.371183 51.18272),"POLYGON((71.371117 51.182598,71.370989 51.18267,71.371179 51.182804,71.371414 51.182672,71.371401 51.182663,71.371319 51.182605,71.371223 51.182538,71.371117 51.182598))",Агрогородок м-н,улица Атбасарская,2д,ГТС,COMMERCE,Автосервис,,True,1.0,,2.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,8558178d-4237-bc00-25e9-e627d117fab5,"улица Василий Бартольд, 26",Астана,Астана город республиканского значения,POINT (71.376659 51.194545),"POLYGON((71.376691 51.194484,71.376755 51.194565,71.376627 51.194605,71.376563 51.194525,71.376691 51.194484))",,улица Василий Бартольд,26,ГТС,IZHS,Частный дом,,True,1.0,,2.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,74774e5f-1cd8-9461-e423-f3dd1003b250,"улица Степан Разин, 19а",Астана,Астана город республиканского значения,POINT (71.401311 51.178914),"POLYGON((71.401328 51.178977,71.401211 51.178925,71.401294 51.178851,71.401411 51.178903,71.401328 51.178977))",,улица Степан Разин,19а,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,e5dab78b-384c-0376-f986-6cf88ec84f7d,"улица Шангерей Бокеев, 18",Астана,Астана город республиканского значения,POINT (71.382678 51.201824),"POLYGON((71.38258 51.201841,71.382649 51.201763,71.382775 51.201806,71.382706 51.201885,71.38258 51.201841))",,улица Шангерей Бокеев,18,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,cc3c5807-21f1-c611-42d0-764a3f04cbbd,"переулок Атбасар, 4Б",Астана,Астана город республиканского значения,POINT (71.366498 51.184881),"POLYGON((71.366599 51.184885,71.366492 51.184945,71.366397 51.184878,71.366503 51.184818,71.366599 51.184885))",,переулок Атбасар,4Б,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,5e84f8b3-749d-6d74-5053-548e857d0a8e,"переулок Баркытбел, 27а",Астана,Астана город республиканского значения,POINT (71.389715 51.193335),"POLYGON((71.389746 51.193275,71.389811 51.193355,71.389684 51.193396,71.389619 51.193316,71.389746 51.193275))",Агрогородок м-н,переулок Баркытбел,27а,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,aa427d46-a8be-4d5f-b561-7dc3bfa2229a,"улица Алии Молдагуловой, 6/2",Астана,Астана город республиканского значения,POINT (71.396518 51.183834),"POLYGON((71.396481 51.18385,71.396492 51.183811,71.396623 51.183826,71.396612 51.183864,71.396481 51.18385))",,улица Алии Молдагуловой,6/2,ГТС,COMMERCE,Магазин,,True,1.0,,1.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,684aab58-5fae-f96b-6883-eaacf26a6803,Частный дом,Астана,Астана город республиканского значения,POINT (71.397097 51.179091),"POLYGON((71.397187 51.179063,71.397141 51.179148,71.397006 51.179119,71.397052 51.179034,71.397187 51.179063))",,,,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,9b02dd33-3308-0dec-e440-d69ea7bec37a,"улица Бекетай, 1/4",Астана,Астана город республиканского значения,POINT (71.396077 51.177033),"POLYGON((71.396161 51.176997,71.396135 51.177085,71.395994 51.177069,71.39602 51.176981,71.396161 51.176997))",,улица Бекетай,1/4,ГТС,IZHS,Частный дом,,True,1.0,,2.0,,250e9062-9533-0c37-b429-95925dff6e08
cluster_Астана-ШР-12.xml,0bd7af15-0fe5-002f-b720-6439b1518f21,"улица Жамбыла, 81-1",Астана,Астана город республиканского значения,POINT (71.401835 51.17717),"POLYGON((71.401777 51.177118,71.401918 51.177133,71.401893 51.177222,71.401752 51.177206,71.401777 51.177118))",,улица Жамбыла,81-1,ГТС,IZHS,Частный дом,,True,1.0,,1.0,,250e9062-9533-0c37-b429-95925dff6e08
